household_id,store_id,date,target_sales_volume,competitor_sales_volume
2,72,17/01/21,3.53,3.72
2,72,02/02/21,5.3,2.67
2,73,07/02/21,4.54,0
2,73,16/02/21,5.22,0
2,78,10/01/21,4.6,2.33
2,81,09/02/21,5.71,3.67
2,82,27/01/21,5.68,0
2,85,26/01/21,0,3.78
2,85,01/02/21,5.05,0
2,86,25/02/21,5.48,1.15
2,87,13/02/21,5.8,0
2,89,18/01/21,4.76,0
2,90,07/01/21,6.03,3.06
2,97,06/02/21,0,2.37
3,1,04/01/21,0,2.71
3,3,03/01/21,5.29,0
3,3,24/01/21,0,4.54
3,12,20/02/21,6.69,0
3,14,14/01/21,0,3
3,19,08/01/21,0,4.04
3,19,09/02/21,0,4.61
3,21,29/01/21,4.61,0.49
3,21,01/02/21,6.61,4.01
3,22,25/02/21,4.6,0
3,28,19/02/21,3.67,1.53
3,29,10/01/21,4.57,0
3,30,26/01/21,4.29,5.06
3,31,13/01/21,5.56,5.66
3,32,25/01/21,4.43,4.81
3,32,13/02/21,3.8,4.14
3,33,10/02/21,0,2.2
3,34,01/01/21,6.66,3.05
3,35,07/01/21,5.28,0
3,37,02/01/21,4.88,3.59
3,41,22/01/21,4.58,0
3,44,10/01/21,0,4.59
3,46,08/01/21,5.73,0
3,49,18/01/21,4.32,2.3
3,50,02/01/21,3.72,3.43
3,53,11/01/21,0,4.19
3,55,17/01/21,6.16,0
3,56,06/01/21,6.08,0
3,58,18/01/21,4.13,0
3,60,10/01/21,5.14,0
3,63,12/01/21,0,5.38
3,70,02/02/21,0,4.74
3,72,11/01/21,0,5
3,73,28/01/21,5.71,5.66
3,73,31/01/21,4.73,3.48
3,76,02/01/21,6.79,0
3,76,16/02/21,5.49,0
3,77,11/02/21,3.4,0
3,81,16/02/21,0,3.24
3,82,08/01/21,0,4.86
3,83,06/02/21,0,4.07
3,88,16/02/21,3.69,0
3,96,13/02/21,4.68,0
3,98,06/01/21,0,2.85
3,100,21/01/21,5.2,3.43
4,1,11/01/21,5.21,4.27
4,2,12/02/21,0,3.18
4,7,16/01/21,5.13,2.48
4,8,11/01/21,5.1,3.93
4,11,17/02/21,0,1.52
4,11,18/02/21,4.91,0
4,13,06/01/21,5.28,0
4,13,12/01/21,5.17,0
4,13,14/02/21,5.34,0
4,16,14/02/21,4.76,0
4,18,20/01/21,0,3.57
4,19,02/01/21,4.38,0
4,21,16/01/21,5.42,0
4,22,07/02/21,5.8,3.85
4,25,06/02/21,5.65,0
4,25,22/02/21,3.73,5.46
4,26,05/02/21,0,3.9
4,27,22/01/21,0,3.34
4,28,12/01/21,4.85,3.34
4,28,18/02/21,0,6.76
4,30,26/01/21,0,3.88
4,30,22/02/21,5.57,0
4,33,12/01/21,5.14,0
4,33,24/02/21,0,3.72
4,34,19/02/21,0,4.86
4,38,03/01/21,4.67,0
4,39,12/02/21,0,3.07
4,43,04/02/21,4.2,0
4,44,09/01/21,5.61,4.5
4,44,22/02/21,4.22,0
4,48,31/01/21,0,1.71
4,50,18/01/21,3.46,3.21
4,50,22/02/21,0,4.27
4,52,15/01/21,2.73,0
4,52,03/02/21,0,6.29
4,56,11/01/21,0,3.54
4,56,01/02/21,0,3.15
4,57,22/02/21,5.17,0
4,60,23/01/21,0,3.55
4,61,19/02/21,5.05,0
4,62,17/01/21,6.84,0
4,65,08/02/21,4.82,0
4,67,16/02/21,5.21,1.73
4,69,24/01/21,0,4.66
4,69,01/02/21,6.54,0
4,69,08/02/21,5.14,0
4,71,13/01/21,4.03,0
4,71,20/02/21,0,3.83
4,72,16/02/21,7.52,0
4,77,10/02/21,4.11,0
4,78,31/01/21,4.64,0
4,80,20/02/21,0,3.42
4,81,22/02/21,4.48,0
4,85,04/01/21,4.79,0
4,85,23/02/21,5.18,0
4,87,12/02/21,0,5.4
4,96,14/01/21,4.69,5.11
4,98,14/02/21,5.42,3.65
5,1,05/02/21,6.24,6.17
5,4,04/01/21,4.63,4.15
5,4,26/02/21,6.26,5.46
5,5,05/01/21,6.21,4.66
5,8,02/01/21,4.84,0
5,13,07/01/21,5.1,0
5,14,01/01/21,4.16,3.4
5,15,20/01/21,0,5.2
5,20,23/02/21,0,3.15
5,24,11/01/21,0,5.66
5,25,27/01/21,0,4.87
5,25,01/02/21,0,5.11
5,27,20/02/21,4.54,0
5,29,06/02/21,5.15,0
5,30,18/01/21,5.01,3.97
5,34,08/01/21,6.29,2.54
5,35,28/01/21,4.64,0
5,35,03/02/21,5.83,0
5,36,25/01/21,5.74,4.89
5,36,01/02/21,5.65,4.13
5,37,10/01/21,5.5,0
5,37,11/01/21,5.07,3.81
5,42,08/02/21,4.75,0
5,44,23/02/21,5.59,0
5,45,26/02/21,6.09,0
5,47,26/01/21,5.71,2.31
5,47,05/02/21,4.86,0
5,49,12/01/21,5.41,0
5,55,10/01/21,4.42,0
5,56,07/02/21,5.37,0
5,62,26/01/21,5,0
5,62,05/02/21,0,5.5
5,66,18/02/21,5.55,0
5,67,11/02/21,4.03,0
5,67,12/02/21,6.08,0
5,72,05/01/21,0,4.33
5,74,14/01/21,5.67,4.58
5,76,02/01/21,5.65,0
5,77,08/01/21,0,4.79
5,77,17/01/21,0,3
5,80,06/02/21,5.49,0
5,82,03/02/21,5.48,5.09
5,86,05/02/21,5.76,0
5,87,31/01/21,4.37,0
5,90,27/01/21,0,3.75
5,93,03/01/21,6.35,0
5,96,25/02/21,0,5.04
5,99,12/01/21,0,4.66
5,99,17/01/21,5.21,5.9
6,1,14/02/21,0,0
6,1,23/02/21,0,3.46
6,2,22/01/21,0,5.36
6,2,16/02/21,0,3.77
6,4,22/01/21,0,3
6,4,16/02/21,0,3.83
6,5,04/01/21,0,3.01
6,5,24/02/21,0,2.93
6,6,22/02/21,0,4.55
6,7,28/01/21,0,3.47
6,7,30/01/21,0,3.44
6,13,02/02/21,0,0
6,16,07/01/21,0,4.07
6,17,19/01/21,0,2.23
6,17,12/02/21,0,0
6,18,02/01/21,0,0
6,20,15/01/21,0,4.64
6,22,17/02/21,0,2.84
6,28,26/02/21,0,3.83
6,29,01/01/21,0,4.13
6,36,26/01/21,0,3.71
6,38,06/02/21,0,0
6,38,16/02/21,0,2.17
6,39,11/01/21,0,0
6,40,06/02/21,0,5.28
6,42,01/02/21,0,5.31
6,45,08/02/21,0,6.22
6,47,30/01/21,0,0
6,48,05/02/21,0,0
6,54,07/02/21,0,5.41
6,59,19/02/21,0,0
6,59,22/02/21,0,0
6,61,26/01/21,0,3.26
6,62,17/02/21,0,4.07
6,68,19/01/21,0,0
6,70,05/01/21,0,4.83
6,74,06/01/21,0,3.54
6,74,09/01/21,0,2.76
6,78,03/01/21,0,5.45
6,78,07/01/21,0,0
6,80,14/01/21,0,0
6,84,02/02/21,0,4.47
6,86,12/01/21,0,4.69
6,88,18/02/21,0,0
6,91,16/01/21,0,0
6,93,06/01/21,0,3.11
6,93,31/01/21,0,0
6,93,19/02/21,0,5.24
6,94,14/01/21,0,0
6,97,19/02/21,0,0
7,2,07/01/21,0,5.03
7,4,04/02/21,5.85,1.14
7,6,05/01/21,4.56,0
7,6,08/01/21,5.65,0
7,6,27/01/21,4.84,0
7,10,11/01/21,4.62,2.95
7,10,08/02/21,3.91,0
7,11,07/01/21,0,3.03
7,11,09/02/21,0,6.4
7,13,16/02/21,4.67,0
7,14,24/02/21,0,3.45
7,19,18/01/21,5.49,1.48
7,20,16/01/21,5.26,0
7,21,31/01/21,3.51,5.06
7,22,01/02/21,4.2,0
7,23,10/01/21,4.27,0
7,23,24/01/21,4.83,0
7,23,27/01/21,0,3.19
7,24,04/01/21,0,5.99
7,25,31/01/21,5.01,4.99
7,25,12/02/21,0,2.37
7,27,22/02/21,4.72,0
7,28,10/02/21,0,3.68
7,29,19/02/21,3.94,2.99
7,32,04/01/21,3.74,0
7,34,31/01/21,4.6,0
7,35,25/01/21,0,3.85
7,36,07/02/21,5.92,0
7,38,14/01/21,0,0.7
7,40,20/02/21,5.21,4.02
7,42,02/02/21,4.38,0
7,42,26/02/21,4.14,0
7,43,12/01/21,0,3.95
7,43,14/02/21,5.05,0
7,43,20/02/21,3.97,2.06
7,44,12/01/21,6.32,0
7,47,19/02/21,5.13,0
7,53,20/02/21,4.46,0
7,54,03/02/21,0,2.48
7,55,21/01/21,5.3,0
7,55,25/01/21,0,5.64
7,55,08/02/21,4.44,0
7,57,07/01/21,4.86,5.14
7,57,01/02/21,0,3.68
7,58,10/01/21,0,2.35
7,58,15/01/21,5,0
7,59,13/01/21,4.9,0
7,61,05/01/21,4.14,0
7,62,16/01/21,4.55,0
7,67,30/01/21,3.94,0
7,68,06/02/21,0,2.77
7,68,13/02/21,4.04,0
7,69,10/02/21,0,3.54
7,77,25/02/21,4.5,0
7,78,23/02/21,0,3.84
7,84,15/02/21,5.42,0
7,87,13/02/21,4.97,0
7,88,23/01/21,4.75,0
7,90,01/01/21,4.42,0
7,90,05/02/21,4.48,0
7,95,12/02/21,5.13,2.54
7,96,09/01/21,5.16,0
7,97,23/02/21,0,4.66
8,1,20/01/21,5.01,0
8,2,03/01/21,4.97,0
8,4,27/01/21,3.73,0
8,7,05/02/21,6.2,0
8,8,19/01/21,4.77,0
8,8,16/02/21,0,5.56
8,12,26/01/21,4.87,0
8,13,09/02/21,5.28,4.82
8,17,09/01/21,4.91,5.16
8,18,02/02/21,3.67,0
8,20,19/01/21,5.01,4.39
8,23,22/02/21,4.39,3.7
8,27,03/01/21,4.46,0
8,27,09/02/21,5.53,3.45
8,27,16/02/21,4.54,0
8,30,10/01/21,4.71,3.71
8,37,15/01/21,6.01,0
8,37,20/01/21,5.06,0
8,37,24/01/21,5.31,0
8,37,31/01/21,4.83,4.78
8,37,15/02/21,5.21,0
8,38,23/01/21,5.5,0
8,42,18/02/21,4.66,0
8,46,11/01/21,6.08,0
8,48,05/02/21,4.37,0
8,50,23/01/21,4.87,0
8,51,28/01/21,0,4.88
8,53,01/01/21,0,4.61
8,54,29/01/21,4.55,0
8,59,21/02/21,4.76,0
8,59,23/02/21,5.94,0
8,60,21/01/21,5.31,0
8,61,12/01/21,4.69,4.59
8,62,02/02/21,0,4.51
8,65,22/01/21,5.96,5.59
8,65,18/02/21,4.92,4.39
8,66,11/02/21,4.96,0
8,67,15/02/21,2.57,0
8,69,20/02/21,4.51,4.91
8,74,23/01/21,5.1,0
8,78,20/02/21,0,5.32
8,80,01/02/21,5.37,0
8,81,13/02/21,6.26,0
8,82,06/02/21,6.22,0
8,82,10/02/21,3.85,4.15
8,84,31/01/21,5.8,5.02
8,84,15/02/21,0,4.8
8,85,07/01/21,0,5.56
8,86,12/01/21,0,2.97
8,87,23/01/21,0,4.87
8,88,10/02/21,0,4.13
8,91,04/01/21,5.14,4.07
8,91,19/01/21,4.11,0
8,92,20/02/21,6.02,4.86
8,94,14/01/21,6.06,0
8,95,30/01/21,0,4.11
8,95,08/02/21,5.92,0
8,100,08/01/21,0,4.62
9,3,13/01/21,0,4.66
9,4,20/02/21,0,2.06
9,5,13/01/21,0,4.41
9,5,30/01/21,0,3.54
9,6,12/02/21,0,0
9,7,01/01/21,0,0
9,9,18/02/21,0,0
9,11,17/01/21,0,2.82
9,13,10/01/21,0,0
9,13,12/02/21,0,2.35
9,14,04/02/21,0,0
9,15,22/01/21,0,4.41
9,17,19/02/21,0,0
9,19,12/02/21,0,0
9,21,09/01/21,0,0
9,23,10/01/21,0,0
9,25,11/02/21,0,3.58
9,25,23/02/21,0,1.22
9,32,01/01/21,0,3.81
9,33,18/01/21,0,2.17
9,35,04/02/21,0,0
9,39,07/02/21,0,2.83
9,39,24/02/21,0,3.73
9,44,24/02/21,0,0
9,45,18/01/21,0,5.98
9,45,22/01/21,0,3.45
9,46,30/01/21,0,3.23
9,48,25/01/21,0,0
9,50,14/02/21,0,0
9,51,04/02/21,0,5.25
9,57,03/01/21,0,1.29
9,61,12/02/21,0,0
9,62,02/01/21,0,0
9,63,19/01/21,0,4.86
9,69,26/01/21,0,5.04
9,71,12/02/21,0,0
9,72,05/01/21,0,4.46
9,73,05/01/21,0,3.8
9,75,10/01/21,0,3.25
9,79,19/01/21,0,0
9,81,23/01/21,0,2.13
9,86,23/01/21,0,3.57
9,90,31/01/21,0,5.09
9,92,06/02/21,0,0
9,99,18/02/21,0,4.83
9,100,06/01/21,0,2
9,100,08/01/21,0,5.39
9,100,12/01/21,0,3.28
9,100,17/01/21,0,3.4
9,100,06/02/21,0,0
10,1,30/01/21,4.32,2.29
10,2,09/02/21,4.29,0
10,4,23/02/21,5.02,0
10,5,03/02/21,5.36,0
10,6,02/01/21,5.16,0
10,6,22/02/21,5.43,2.76
10,10,17/02/21,0,4.31
10,12,05/01/21,0,6.31
10,14,14/01/21,5.41,0
10,15,05/01/21,0,4.25
10,19,21/02/21,0,1.26
10,20,13/01/21,5.83,0
10,21,01/02/21,5.34,5.1
10,22,21/02/21,5.82,0
10,26,09/01/21,4.17,0
10,26,04/02/21,6.22,0
10,32,16/02/21,5.57,0
10,32,26/02/21,5.48,0
10,39,19/01/21,4.35,0
10,39,26/02/21,0,3
10,41,28/01/21,7.22,0
10,42,25/02/21,0,3
10,44,20/02/21,5.19,0
10,46,08/02/21,0,3.53
10,49,15/02/21,0,6.35
10,57,09/01/21,6.38,0
10,61,01/02/21,4.08,0
10,63,15/02/21,5.15,3.6
10,64,10/02/21,0,4.57
10,66,09/02/21,0,3.77
10,67,03/02/21,0,2.39
10,68,02/02/21,3.84,4.06
10,69,09/02/21,5.15,3.06
10,72,05/01/21,4.7,3.41
10,74,03/02/21,3.45,0
10,74,17/02/21,0,4.08
10,75,22/01/21,4.09,3.37
10,80,13/01/21,5.37,3.9
10,81,07/02/21,4.59,0
10,85,06/01/21,5.82,3.27
10,86,05/01/21,3.65,0
10,91,28/01/21,4.46,0
10,92,30/01/21,5.78,0
10,95,01/01/21,5.8,3.61
10,99,01/02/21,5.2,2.47
11,1,28/01/21,4.54,5.43
11,2,26/02/21,5.26,0
11,5,11/01/21,3.94,0
11,8,23/01/21,4.95,0
11,8,10/02/21,4.12,4.31
11,9,16/01/21,5.22,0
11,12,26/01/21,7.08,3.16
11,16,23/01/21,4.65,0
11,16,13/02/21,4.15,0
11,19,19/02/21,0,4.65
11,20,08/02/21,4.55,2.75
11,21,25/02/21,4.98,0
11,23,09/01/21,0,3.17
11,27,05/01/21,0,3.42
11,28,13/01/21,4.99,3.88
11,29,15/01/21,4.56,5.34
11,31,16/01/21,4.43,3.64
11,36,19/02/21,5.18,0
11,39,24/01/21,4.75,0
11,43,24/01/21,3.22,0
11,44,16/01/21,4.61,0
11,45,13/01/21,0,4.74
11,46,09/01/21,4.43,0
11,47,06/01/21,4.68,4.73
11,49,18/02/21,4.55,0
11,51,14/01/21,5.57,2.7
11,51,21/01/21,4.98,0
11,51,29/01/21,5.57,0
11,52,27/01/21,0,2.48
11,59,06/02/21,5.34,2.66
11,60,04/02/21,4.35,4.05
11,63,05/02/21,5.31,5.64
11,64,12/02/21,4.31,3.01
11,66,04/02/21,0,1.61
11,69,24/02/21,5.09,0
11,70,05/01/21,0,3.23
11,70,18/01/21,0,4.19
11,72,30/01/21,4.55,0
11,75,29/01/21,0,4.5
11,78,06/01/21,0,4.71
11,79,05/01/21,5.95,0
11,79,06/02/21,0,4.59
11,84,05/01/21,0,3.23
11,84,22/02/21,6.09,4.25
11,85,11/01/21,4.66,0
11,85,09/02/21,5.08,0
11,85,20/02/21,0,3.58
11,88,16/01/21,5.2,1.73
11,91,19/01/21,4.25,0
11,93,14/02/21,0,4.75
11,95,08/02/21,5.48,0
12,1,03/01/21,0,4.31
12,2,11/02/21,0,0
12,5,01/02/21,0,0
12,6,21/01/21,0,3.23
12,7,05/01/21,0,0
12,8,31/01/21,0,0
12,8,09/02/21,0,0
12,9,06/01/21,0,2.26
12,10,26/01/21,0,3.01
12,10,27/01/21,0,0
12,10,20/02/21,0,0
12,18,01/02/21,0,4.93
12,19,09/01/21,0,4.17
12,22,11/01/21,0,0
12,25,11/01/21,0,0
12,27,25/02/21,0,0
12,29,11/02/21,0,0
12,31,07/01/21,0,4.99
12,31,20/01/21,0,4.76
12,31,03/02/21,0,0
12,34,05/02/21,0,0
12,35,15/02/21,0,0
12,37,18/02/21,0,4.15
12,38,26/02/21,0,2.66
12,39,24/01/21,0,2.35
12,40,25/02/21,0,3.76
12,41,18/02/21,0,4.26
12,51,07/01/21,0,3.31
12,51,21/01/21,0,3.57
12,51,26/01/21,0,0
12,56,03/01/21,0,4.67
12,58,08/01/21,0,3.95
12,58,19/02/21,0,7.2
12,59,01/01/21,0,5.86
12,59,23/01/21,0,6.55
12,62,05/01/21,0,3.65
12,64,28/01/21,0,2.34
12,65,14/01/21,0,4.74
12,67,11/01/21,0,3.11
12,72,17/01/21,0,5.53
12,74,03/01/21,0,3.46
12,74,22/01/21,0,4.25
12,76,25/01/21,0,3.32
12,76,10/02/21,0,3.86
12,78,02/02/21,0,5.26
12,79,22/01/21,0,0
12,80,28/01/21,0,0
12,86,11/01/21,0,5.54
12,89,06/02/21,0,3.88
12,91,22/01/21,0,7.8
12,92,17/01/21,0,3.54
12,94,21/02/21,0,3.86
12,95,11/01/21,0,2.5
12,96,05/01/21,0,0
12,97,09/01/21,0,4.09
12,100,04/02/21,0,2.81
13,4,09/01/21,6.11,5.27
13,10,24/02/21,5.17,4.46
13,14,07/02/21,3.84,4.84
13,15,10/02/21,4.53,0
13,17,19/01/21,0,3.64
13,18,12/01/21,6.34,0
13,18,04/02/21,4.85,0
13,18,18/02/21,6.02,0
13,19,12/02/21,5.09,4.57
13,21,31/01/21,5.03,4.53
13,22,19/01/21,6.13,3.4
13,22,20/01/21,0,3.83
13,25,21/01/21,0,4.02
13,26,20/02/21,0,4.08
13,27,13/01/21,5.58,0
13,28,09/02/21,4.47,0
13,29,20/01/21,4.97,4.54
13,29,19/02/21,4.36,0
13,29,22/02/21,5.34,3.85
13,36,05/02/21,4.52,4.13
13,42,07/01/21,0,1.99
13,43,03/01/21,6.1,0
13,43,23/01/21,0,4.11
13,43,04/02/21,5.26,4.13
13,44,23/01/21,5.21,4.52
13,47,08/01/21,4.76,4.8
13,50,03/02/21,0,4.93
13,50,08/02/21,6.08,0
13,51,08/02/21,5.58,0
13,51,09/02/21,4.57,0
13,52,12/01/21,5.46,0
13,52,25/02/21,0,3.03
13,54,02/01/21,4.83,0
13,54,15/01/21,5.63,5
13,54,27/01/21,5.3,0
13,55,14/01/21,6.1,0
13,55,27/01/21,0,3.84
13,58,17/02/21,0,2.38
13,62,20/02/21,5.7,4.13
13,66,10/01/21,3.29,5.18
13,67,24/02/21,5.34,0
13,68,24/01/21,0,4.89
13,74,12/01/21,0,6.32
13,74,02/02/21,4.76,0
13,80,22/02/21,4.79,0
13,80,24/02/21,3.93,4.25
13,83,07/02/21,5.16,0
13,84,21/01/21,4.47,0
13,84,22/01/21,5.05,0.62
13,92,12/01/21,4.8,4.36
13,93,14/01/21,0,4.96
13,93,23/02/21,6.32,0
13,95,14/02/21,5.99,0
14,3,12/02/21,4.7,0
14,3,24/02/21,0,2.5
14,4,19/02/21,5.45,0
14,6,25/01/21,5.19,6.93
14,7,03/02/21,4.65,4.91
14,7,14/02/21,0,4.43
14,10,20/01/21,4.03,5
14,11,21/01/21,3.61,0
14,13,23/02/21,6.94,3.68
14,23,02/02/21,5.32,5.31
14,25,24/01/21,3.92,4.47
14,25,04/02/21,6.21,2.43
14,25,05/02/21,3.94,0
14,28,17/02/21,5.56,0
14,31,26/02/21,0,4.29
14,33,28/01/21,0,4.68
14,34,07/02/21,0,5.49
14,34,25/02/21,4.8,0
14,35,11/02/21,4.98,3.14
14,35,25/02/21,6.87,0
14,36,09/02/21,4.95,0
14,41,08/01/21,4.85,0
14,43,05/01/21,4.71,0
14,48,02/01/21,0,2.35
14,48,14/01/21,4.24,0
14,49,27/01/21,3.59,0
14,51,14/01/21,0,5.1
14,55,07/01/21,5.55,2.95
14,58,17/02/21,4.62,4.5
14,60,19/01/21,0,3.89
14,67,09/01/21,3.47,5.19
14,68,28/01/21,0,2.71
14,72,17/01/21,5.32,3.46
14,72,29/01/21,0,3.96
14,74,08/01/21,0,2.09
14,75,05/02/21,5.12,5.48
14,75,10/02/21,4.48,4.76
14,76,02/02/21,0,4.49
14,81,24/02/21,3.68,3.45
14,83,06/02/21,0,1.22
14,84,09/01/21,0,3.4
14,85,13/01/21,4.93,3.87
14,86,18/02/21,5.03,0
14,88,08/02/21,0,4.72
14,88,23/02/21,5.23,0
14,93,18/01/21,0,2.4
14,98,30/01/21,6.02,5.56
15,2,10/01/21,5.29,0
15,2,22/01/21,0,4.38
15,2,17/02/21,0,4.13
15,3,03/01/21,4.87,4.11
15,3,02/02/21,5.5,0
15,5,07/01/21,0,3.92
15,5,19/01/21,5.34,4.5
15,6,30/01/21,0,1.52
15,8,16/01/21,5.95,0
15,9,26/01/21,5.47,3.02
15,17,29/01/21,5.19,0
15,18,19/01/21,4.62,0
15,22,05/02/21,4.61,0
15,23,31/01/21,5.77,0
15,23,18/02/21,5.03,0
15,23,22/02/21,3.5,0
15,25,07/01/21,5.86,0
15,26,11/01/21,5.07,3.56
15,27,04/02/21,5.41,4.5
15,35,08/01/21,5.12,5.77
15,37,04/02/21,4.74,0
15,38,12/02/21,5.28,0
15,40,08/02/21,4.31,3.54
15,41,18/01/21,5.18,0
15,42,10/01/21,6.13,0
15,42,20/01/21,0,4.34
15,45,04/01/21,5.45,3.76
15,47,11/02/21,5.67,0
15,50,07/01/21,0,4.37
15,51,03/01/21,4.3,0
15,54,06/01/21,5.12,6.09
15,55,23/02/21,5.89,0
15,57,13/01/21,4.48,0
15,61,22/01/21,4.58,5.7
15,61,09/02/21,4.22,0
15,64,20/02/21,6.36,0
15,65,06/02/21,0,5.05
15,68,11/01/21,4.41,0
15,68,01/02/21,0,5.38
15,68,10/02/21,5.11,0
15,73,05/02/21,3.74,6.28
15,74,18/01/21,0,2.43
15,74,02/02/21,0,4.3
15,77,17/02/21,0,4.06
15,80,16/02/21,0,6.23
15,83,03/01/21,5.04,0
15,84,18/02/21,3.36,3.76
15,86,08/01/21,0,4.2
15,93,28/01/21,5.01,2.87
15,95,08/01/21,3.36,2.84
15,98,04/01/21,5.76,0
16,7,17/01/21,0,5.9
16,9,12/02/21,0,5.34
16,10,11/02/21,0,0
16,11,05/01/21,0,2.13
16,11,05/02/21,0,4.66
16,19,18/01/21,0,4.77
16,21,26/02/21,0,5.7
16,23,09/01/21,0,6.85
16,25,17/01/21,0,4.46
16,25,28/01/21,0,2.46
16,25,25/02/21,0,0
16,28,25/01/21,0,2.26
16,28,18/02/21,0,5.56
16,29,23/02/21,0,0
16,30,29/01/21,0,3.82
16,31,04/01/21,0,0
16,33,18/01/21,0,0
16,44,12/01/21,0,3.8
16,47,26/02/21,0,2.77
16,51,18/01/21,0,2.03
16,54,17/02/21,0,4.1
16,55,16/02/21,0,0
16,59,12/02/21,0,0
16,61,12/01/21,0,0
16,62,11/01/21,0,3.32
16,64,24/01/21,0,3.24
16,70,08/01/21,0,2.91
16,74,01/01/21,0,5.5
16,74,15/02/21,0,0
16,75,20/02/21,0,0
16,75,26/02/21,0,0
16,87,09/02/21,0,0
16,89,07/02/21,0,3.81
16,89,18/02/21,0,5.35
16,93,11/02/21,0,0
16,97,08/02/21,0,3.02
16,98,21/02/21,0,2.19
16,99,15/01/21,0,0
16,99,24/01/21,0,0
16,100,10/02/21,0,5.76
17,1,01/01/21,0,0
17,1,31/01/21,0,6.54
17,6,03/01/21,0,3.48
17,6,16/02/21,0,0
17,10,16/01/21,0,0
17,13,29/01/21,0,4.41
17,23,06/01/21,0,0
17,25,14/02/21,0,0
17,26,09/02/21,0,5.42
17,28,22/02/21,0,3.42
17,29,01/01/21,0,0
17,29,04/01/21,0,1.67
17,38,17/02/21,0,2.66
17,39,13/02/21,0,0
17,42,05/01/21,0,7.14
17,45,03/02/21,0,2.1
17,47,22/02/21,0,0
17,51,13/02/21,0,6.71
17,52,02/02/21,0,2.68
17,54,22/01/21,0,3.66
17,60,18/01/21,0,2.73
17,61,08/02/21,0,0
17,62,31/01/21,0,4.95
17,62,05/02/21,0,1.82
17,64,03/01/21,0,4.01
17,64,26/01/21,0,0
17,65,24/01/21,0,0
17,67,27/01/21,0,5.14
17,71,23/01/21,0,2.41
17,72,11/01/21,0,0
17,72,12/01/21,0,2.76
17,73,24/02/21,0,5.55
17,74,23/01/21,0,2.28
17,77,13/01/21,0,4.43
17,77,13/02/21,0,0
17,80,03/01/21,0,5.12
17,81,05/01/21,0,6.12
17,84,09/02/21,0,2.86
17,85,19/01/21,0,3.63
17,86,26/01/21,0,3.47
17,87,29/01/21,0,3.25
17,89,14/01/21,0,4.76
17,89,23/02/21,0,3.34
17,91,10/01/21,0,0
17,92,22/01/21,0,4.67
17,99,08/01/21,0,0
18,1,06/02/21,5.05,0
18,3,13/01/21,4.53,1.98
18,6,11/02/21,5.9,0
18,7,14/02/21,3.59,4.44
