household_id,store_id,date,TBL,target_price,encoded_income,site_TradeDesk,site_Facebook,site_Spotify,target_sales_flag
HH0005,STORE_86,2021-02-05,1.0,2.79,2,0,0,0,1
HH0005,STORE_87,2021-01-31,1.0,2.86,2,0,0,1,1
HH0005,STORE_87,2021-01-31,1.0,2.86,2,0,1,0,1
HH0005,STORE_96,2021-02-25,0.0,3.5,2,0,0,1,0
HH0006,STORE_1,2021-02-23,0.0,0.0,0,0,0,1,0
HH0006,STORE_2,2021-02-16,0.0,0.0,0,0,0,1,0
HH0006,STORE_2,2021-02-16,0.0,0.0,0,0,1,0,0
HH0006,STORE_22,2021-02-17,0.0,3.08,0,0,1,0,0
HH0006,STORE_28,2021-02-26,0.0,0.0,0,0,1,0,0
HH0006,STORE_38,2021-02-16,0.0,2.82,0,0,0,1,0
HH0006,STORE_38,2021-02-16,0.0,2.82,0,0,1,0,0
HH0006,STORE_4,2021-02-16,0.0,3.11,0,0,0,1,0
HH0006,STORE_4,2021-02-16,0.0,3.11,0,0,1,0,0
HH0006,STORE_40,2021-02-06,0.0,3.31,0,0,0,0,0
HH0006,STORE_42,2021-02-01,0.0,0.0,0,1,0,0,0
HH0006,STORE_42,2021-02-01,0.0,0.0,0,0,1,0,0
HH0006,STORE_45,2021-02-08,0.0,2.2,0,0,0,1,0
HH0006,STORE_5,2021-02-24,0.0,2.54,0,0,0,1,0
HH0006,STORE_5,2021-02-24,0.0,2.54,0,1,0,0,0
HH0006,STORE_5,2021-02-24,0.0,2.54,0,0,1,0,0
HH0006,STORE_54,2021-02-07,0.0,3.24,0,0,0,1,0
HH0006,STORE_6,2021-02-22,0.0,3.16,0,0,1,0,0
HH0006,STORE_62,2021-02-17,0.0,0.0,0,0,1,0,0
HH0006,STORE_7,2021-01-30,0.0,2.82,0,0,1,0,0
HH0006,STORE_84,2021-02-02,0.0,3.25,0,0,0,1,0
HH0006,STORE_84,2021-02-02,0.0,3.25,0,1,0,0,0
HH0006,STORE_84,2021-02-02,0.0,3.25,0,0,1,0,0
HH0006,STORE_93,2021-02-19,0.0,3.14,0,0,0,0,0
HH0007,STORE_10,2021-02-08,1.0,2.97,1,0,1,0,1
HH0007,STORE_11,2021-02-09,0.0,3.01,1,0,0,0,0
HH0007,STORE_13,2021-02-16,1.0,2.93,1,0,0,1,1
HH0007,STORE_13,2021-02-16,1.0,2.93,1,1,0,0,1
HH0007,STORE_13,2021-02-16,1.0,2.93,1,0,1,0,1
HH0007,STORE_14,2021-02-24,0.0,2.75,1,0,0,0,0
HH0007,STORE_21,2021-01-31,0.4095682613768961,0.0,1,1,0,0,1
HH0007,STORE_22,2021-02-01,1.0,2.49,1,0,0,0,1
HH0007,STORE_25,2021-01-31,0.501,3.2,1,1,0,0,1
HH0007,STORE_25,2021-02-12,0.0,3.22,1,1,0,0,0
HH0007,STORE_27,2021-02-22,1.0,2.71,1,0,0,1,1
HH0007,STORE_28,2021-02-10,0.0,2.96,1,1,0,0,0
HH0007,STORE_29,2021-02-19,0.5685425685425686,2.61,1,0,0,1,1
HH0007,STORE_34,2021-01-31,1.0,2.88,1,1,0,0,1
HH0007,STORE_36,2021-02-07,1.0,2.74,1,0,1,0,1
HH0007,STORE_4,2021-02-04,0.8369098712446352,2.94,1,0,0,1,1
HH0007,STORE_4,2021-02-04,0.8369098712446352,2.94,1,1,0,0,1
HH0007,STORE_40,2021-02-20,0.5644637053087757,3.23,1,0,1,0,1
HH0007,STORE_42,2021-02-02,1.0,3.26,1,0,0,0,1
HH0007,STORE_42,2021-02-26,1.0,3.09,1,0,0,1,1
HH0007,STORE_42,2021-02-26,1.0,3.09,1,1,0,0,1
HH0007,STORE_43,2021-02-14,1.0,3.3,1,0,0,0,1
HH0007,STORE_43,2021-02-20,0.6583747927031509,3.46,1,0,1,0,1
HH0007,STORE_47,2021-02-19,1.0,2.59,1,0,0,1,1
HH0007,STORE_53,2021-02-20,1.0,3.77,1,0,1,0,1
HH0007,STORE_54,2021-02-03,0.0,0.0,1,0,1,0,0
HH0007,STORE_55,2021-02-08,1.0,0.0,1,0,1,0,1
HH0007,STORE_57,2021-02-01,0.0,3.22,1,0,0,0,0
HH0007,STORE_67,2021-01-30,1.0,3.06,1,0,0,1,1
HH0007,STORE_68,2021-02-06,0.0,2.22,1,0,0,0,0
HH0007,STORE_68,2021-02-13,1.0,0.0,1,0,0,0,1
HH0007,STORE_69,2021-02-10,0.0,3.75,1,1,0,0,0
HH0007,STORE_77,2021-02-25,1.0,3.48,1,0,0,1,1
HH0007,STORE_78,2021-02-23,0.0,2.79,1,0,1,0,0
HH0007,STORE_84,2021-02-15,1.0,2.99,1,0,0,0,1
HH0007,STORE_87,2021-02-13,1.0,2.63,1,0,0,0,1
HH0007,STORE_90,2021-02-05,1.0,0.0,1,1,0,0,1
HH0007,STORE_95,2021-02-12,0.6688396349413298,2.62,1,1,0,0,1
HH0007,STORE_97,2021-02-23,0.0,2.89,1,0,1,0,0
HH0008,STORE_13,2021-02-09,0.5227722772277227,2.66,2,0,0,1,1
HH0008,STORE_13,2021-02-09,0.5227722772277227,2.66,2,0,1,0,1
HH0008,STORE_18,2021-02-02,1.0,3.17,2,0,1,0,1
HH0008,STORE_23,2021-02-22,0.5426452410383189,3.29,2,0,0,1,1
HH0008,STORE_23,2021-02-22,0.5426452410383189,3.29,2,1,0,0,1
HH0008,STORE_23,2021-02-22,0.5426452410383189,3.29,2,0,1,0,1
HH0008,STORE_27,2021-02-09,0.6158129175946548,0.0,2,0,0,1,1
HH0008,STORE_27,2021-02-09,0.6158129175946548,0.0,2,0,1,0,1
HH0008,STORE_27,2021-02-16,1.0,0.0,2,0,0,1,1
HH0008,STORE_27,2021-02-16,1.0,0.0,2,0,1,0,1
HH0008,STORE_37,2021-01-31,0.5026014568158169,3.08,2,0,0,1,1
HH0008,STORE_37,2021-01-31,0.5026014568158169,3.08,2,0,1,0,1
HH0008,STORE_37,2021-02-15,1.0,2.75,2,0,0,0,1
HH0008,STORE_42,2021-02-18,1.0,3.19,2,1,0,0,1
HH0008,STORE_42,2021-02-18,1.0,3.19,2,0,1,0,1
HH0008,STORE_48,2021-02-05,1.0,3.18,2,0,0,1,1
HH0008,STORE_48,2021-02-05,1.0,3.18,2,1,0,0,1
HH0008,STORE_48,2021-02-05,1.0,3.18,2,0,1,0,1
HH0008,STORE_54,2021-01-29,1.0,2.75,2,0,1,0,1
HH0008,STORE_59,2021-02-21,1.0,2.8,2,0,0,0,1
HH0008,STORE_59,2021-02-23,1.0,3.18,2,0,0,1,1
HH0008,STORE_62,2021-02-02,0.0,2.8,2,0,1,0,0
HH0008,STORE_65,2021-02-18,0.5284640171858218,0.0,2,1,0,0,1
HH0008,STORE_65,2021-02-18,0.5284640171858218,0.0,2,0,1,0,1
HH0008,STORE_66,2021-02-11,1.0,0.0,2,0,0,1,1
HH0008,STORE_66,2021-02-11,1.0,0.0,2,0,1,0,1
HH0008,STORE_67,2021-02-15,1.0,2.51,2,0,0,0,1
HH0008,STORE_69,2021-02-20,0.47876857749469215,2.92,2,0,0,0,1
HH0008,STORE_7,2021-02-05,1.0,3.11,2,0,0,1,1
HH0008,STORE_7,2021-02-05,1.0,3.11,2,1,0,0,1
HH0008,STORE_7,2021-02-05,1.0,3.11,2,0,1,0,1
HH0008,STORE_78,2021-02-20,0.0,2.72,2,0,0,0,0
HH0008,STORE_8,2021-02-16,0.0,3.04,2,0,0,1,0
HH0008,STORE_8,2021-02-16,0.0,3.04,2,0,1,0,0
HH0008,STORE_80,2021-02-01,1.0,0.0,2,0,0,1,1
HH0008,STORE_81,2021-02-13,1.0,0.0,2,1,0,0,1
HH0008,STORE_82,2021-02-06,1.0,2.88,2,1,0,0,1
HH0008,STORE_82,2021-02-10,0.48125,2.87,2,0,1,0,1
HH0008,STORE_84,2021-01-31,0.5360443622920518,3.37,2,0,0,1,1
HH0008,STORE_84,2021-01-31,0.5360443622920518,3.37,2,0,1,0,1
HH0008,STORE_84,2021-02-15,0.0,2.99,2,0,0,0,0
HH0008,STORE_88,2021-02-10,0.0,2.59,2,0,1,0,0
HH0008,STORE_92,2021-02-20,0.5533088235294118,3.35,2,0,0,0,1
HH0008,STORE_95,2021-01-30,0.0,3.37,2,0,0,0,0
HH0008,STORE_95,2021-02-08,1.0,0.0,2,0,1,0,1
HH0009,STORE_13,2021-02-12,0.0,3.12,1,0,0,1,0
HH0009,STORE_13,2021-02-12,0.0,3.12,1,1,0,0,0
HH0009,STORE_25,2021-02-11,0.0,2.6,1,1,0,0,0
HH0009,STORE_25,2021-02-11,0.0,2.6,1,0,1,0,0
HH0009,STORE_25,2021-02-23,0.0,2.87,1,0,1,0,0
HH0009,STORE_39,2021-02-07,0.0,2.88,1,0,1,0,0
HH0009,STORE_39,2021-02-24,0.0,0.0,1,0,0,1,0
HH0009,STORE_4,2021-02-20,0.0,2.83,1,0,0,1,0
HH0009,STORE_46,2021-01-30,0.0,3.01,1,0,0,1,0
HH0009,STORE_5,2021-01-30,0.0,3.03,1,0,0,1,0
HH0009,STORE_51,2021-02-04,0.0,2.68,1,0,1,0,0
HH0009,STORE_90,2021-01-31,0.0,3.5,1,0,0,0,0
HH0009,STORE_99,2021-02-18,0.0,2.76,1,1,0,0,0
HH0009,STORE_99,2021-02-18,0.0,2.76,1,0,1,0,0
HH0010,STORE_1,2021-01-30,0.6535552193645991,2.74,1,0,1,0,1
HH0010,STORE_10,2021-02-17,0.0,2.97,1,0,1,0,0
HH0010,STORE_19,2021-02-21,0.0,2.65,1,0,0,1,0
HH0010,STORE_19,2021-02-21,0.0,2.65,1,0,1,0,0
HH0010,STORE_2,2021-02-09,1.0,2.67,1,0,1,0,1
HH0010,STORE_21,2021-02-01,0.5114942528735632,2.88,1,0,0,1,1
HH0010,STORE_22,2021-02-21,1.0,2.83,1,0,0,1,1
HH0010,STORE_22,2021-02-21,1.0,2.83,1,0,1,0,1
HH0010,STORE_26,2021-02-04,1.0,2.92,1,0,1,0,1
HH0010,STORE_32,2021-02-16,1.0,0.0,1,0,0,0,1
HH0010,STORE_32,2021-02-26,1.0,0.0,1,0,0,1,1
HH0010,STORE_39,2021-02-26,0.0,0.0,1,0,0,1,0
HH0010,STORE_4,2021-02-23,1.0,3.29,1,1,0,0,1
HH0010,STORE_4,2021-02-23,1.0,3.29,1,0,1,0,1
HH0010,STORE_42,2021-02-25,0.0,3.45,1,0,0,1,0
HH0010,STORE_44,2021-02-20,1.0,0.0,1,0,0,0,1
HH0010,STORE_46,2021-02-08,0.0,3.04,1,0,0,1,0
HH0010,STORE_46,2021-02-08,0.0,3.04,1,1,0,0,0
HH0010,STORE_49,2021-02-15,0.0,3.47,1,0,0,1,0
HH0010,STORE_5,2021-02-03,1.0,2.95,1,0,0,1,1
HH0010,STORE_5,2021-02-03,1.0,2.95,1,1,0,0,1
HH0010,STORE_6,2021-02-22,0.663003663003663,3.16,1,1,0,0,1
HH0010,STORE_61,2021-02-01,1.0,0.0,1,0,0,1,1
HH0010,STORE_63,2021-02-15,0.5885714285714286,2.98,1,0,0,1,1
HH0010,STORE_64,2021-02-10,0.0,0.0,1,0,0,1,0
HH0010,STORE_66,2021-02-09,0.0,3.13,1,0,1,0,0
HH0010,STORE_67,2021-02-03,0.0,3.76,1,0,0,1,0
HH0010,STORE_67,2021-02-03,0.0,3.76,1,1,0,0,0
HH0010,STORE_68,2021-02-02,0.48607594936708864,3.27,1,0,0,1,1
HH0010,STORE_69,2021-02-09,0.6272838002436053,0.0,1,0,1,0,1
HH0010,STORE_74,2021-02-03,1.0,2.98,1,0,0,1,1
HH0010,STORE_74,2021-02-03,1.0,2.98,1,1,0,0,1
HH0010,STORE_74,2021-02-17,0.0,3.24,1,0,1,0,0
HH0010,STORE_81,2021-02-07,1.0,0.0,1,0,0,0,1
HH0010,STORE_92,2021-01-30,1.0,0.0,1,0,1,0,1
HH0010,STORE_99,2021-02-01,0.6779661016949153,3.06,1,0,0,1,1
HH0011,STORE_16,2021-02-13,1.0,3.31,2,0,1,0,1
HH0011,STORE_19,2021-02-19,0.0,2.37,2,0,0,0,0
HH0011,STORE_2,2021-02-26,1.0,3.15,2,0,0,0,1
HH0011,STORE_20,2021-02-08,0.6232876712328766,3.14,2,1,0,0,1
HH0011,STORE_21,2021-02-25,1.0,3.4,2,0,0,1,1
HH0011,STORE_21,2021-02-25,1.0,0.0,2,0,0,1,1
HH0011,STORE_36,2021-02-19,1.0,2.89,2,0,0,0,1
HH0011,STORE_49,2021-02-18,1.0,0.0,2,0,0,1,1
HH0011,STORE_49,2021-02-18,1.0,0.0,2,0,1,0,1
HH0011,STORE_51,2021-01-29,1.0,2.59,2,0,1,0,1
HH0011,STORE_59,2021-02-06,0.6675,2.94,2,0,0,0,1
HH0011,STORE_60,2021-02-04,0.5178571428571429,0.0,2,0,1,0,1
HH0011,STORE_63,2021-02-05,0.4849315068493151,2.76,2,0,0,0,1
HH0011,STORE_64,2021-02-12,0.5887978142076503,3.26,2,0,0,1,1
HH0011,STORE_64,2021-02-12,0.5887978142076503,3.26,2,1,0,0,1
HH0011,STORE_64,2021-02-12,0.5887978142076503,3.26,2,0,1,0,1
HH0011,STORE_66,2021-02-04,0.0,2.76,2,0,1,0,0
HH0011,STORE_69,2021-02-24,1.0,2.79,2,0,1,0,1
HH0011,STORE_72,2021-01-30,1.0,2.9,2,0,0,0,1
HH0011,STORE_75,2021-01-29,0.0,2.87,2,0,1,0,0
HH0011,STORE_79,2021-02-06,0.0,3.3,2,0,0,0,0
HH0011,STORE_8,2021-02-10,0.4887307236061685,3.09,2,0,0,0,1
HH0011,STORE_84,2021-02-22,0.5889748549323017,0.0,2,0,0,0,1
HH0011,STORE_85,2021-02-09,1.0,2.92,2,0,1,0,1
HH0011,STORE_85,2021-02-20,0.0,0.0,2,0,0,1,0
HH0011,STORE_85,2021-02-20,0.0,0.0,2,1,0,0,0
HH0011,STORE_85,2021-02-20,0.0,0.0,2,0,1,0,0
HH0011,STORE_93,2021-02-14,0.0,2.44,2,0,1,0,0
HH0011,STORE_95,2021-02-08,1.0,0.0,2,1,0,0,1
HH0012,STORE_100,2021-02-04,0.0,2.72,2,0,0,0,0
HH0012,STORE_18,2021-02-01,0.0,2.78,2,0,0,0,0
HH0012,STORE_37,2021-02-18,0.0,2.82,2,0,1,0,0
HH0012,STORE_38,2021-02-26,0.0,0.0,2,1,0,0,0
HH0012,STORE_40,2021-02-25,0.0,0.0,2,0,0,1,0
HH0012,STORE_40,2021-02-25,0.0,0.0,2,0,1,0,0
HH0012,STORE_41,2021-02-18,0.0,3.36,2,0,1,0,0
HH0012,STORE_58,2021-02-19,0.0,3.03,2,0,0,1,0
HH0012,STORE_58,2021-02-19,0.0,3.03,2,0,1,0,0
HH0012,STORE_76,2021-02-10,0.0,0.0,2,0,0,1,0
HH0012,STORE_76,2021-02-10,0.0,0.0,2,1,0,0,0
HH0012,STORE_76,2021-02-10,0.0,0.0,2,0,1,0,0
HH0012,STORE_78,2021-02-02,0.0,0.0,2,0,0,1,0
HH0012,STORE_78,2021-02-02,0.0,0.0,2,1,0,0,0
HH0012,STORE_89,2021-02-06,0.0,2.94,2,1,0,0,0
HH0012,STORE_89,2021-02-06,0.0,2.94,2,0,1,0,0
HH0012,STORE_94,2021-02-21,0.0,0.0,2,0,1,0,0
HH0013,STORE_10,2021-02-24,0.5368639667705088,0.0,2,0,0,1,1
HH0013,STORE_10,2021-02-24,0.5368639667705088,0.0,2,1,0,0,1
HH0013,STORE_14,2021-02-07,0.44239631336405527,0.0,2,0,0,1,1
HH0013,STORE_14,2021-02-07,0.44239631336405527,0.0,2,0,1,0,1
HH0013,STORE_15,2021-02-10,1.0,2.93,2,0,0,1,1
HH0013,STORE_18,2021-02-04,1.0,2.7,2,0,1,0,1
HH0013,STORE_18,2021-02-18,1.0,2.75,2,1,0,0,1
HH0013,STORE_19,2021-02-12,0.5269151138716356,3.38,2,0,0,1,1
HH0013,STORE_19,2021-02-12,0.5269151138716356,3.38,2,0,1,0,1
HH0013,STORE_21,2021-01-31,0.5261506276150627,0.0,2,0,0,0,1
HH0013,STORE_26,2021-02-20,0.0,2.93,2,1,0,0,0
HH0013,STORE_26,2021-02-20,0.0,2.93,2,0,1,0,0
HH0013,STORE_28,2021-02-09,1.0,2.99,2,1,0,0,1
HH0013,STORE_29,2021-02-19,1.0,2.61,2,0,0,0,1
HH0013,STORE_29,2021-02-22,0.5810663764961915,0.0,2,0,0,1,1
HH0013,STORE_36,2021-02-05,0.5225433526011561,3.14,2,0,0,0,1
HH0013,STORE_43,2021-02-04,0.5601703940362087,3.22,2,0,1,0,1
HH0013,STORE_50,2021-02-03,0.0,2.73,2,0,0,1,0
HH0013,STORE_50,2021-02-03,0.0,2.73,2,1,0,0,0
HH0013,STORE_50,2021-02-03,0.0,2.73,2,0,1,0,0
HH0013,STORE_50,2021-02-08,1.0,3.46,2,0,1,0,1
HH0013,STORE_51,2021-02-08,1.0,3.02,2,0,1,0,1
HH0013,STORE_51,2021-02-09,1.0,2.91,2,1,0,0,1
HH0013,STORE_52,2021-02-25,0.0,2.62,2,0,1,0,0
HH0013,STORE_58,2021-02-17,0.0,3.32,2,0,0,1,0
HH0013,STORE_58,2021-02-17,0.0,3.32,2,1,0,0,0
HH0013,STORE_62,2021-02-20,0.5798575788402849,3.14,2,1,0,0,1
HH0013,STORE_62,2021-02-20,0.5798575788402849,3.14,2,0,1,0,1
